,fpr,tpr,thresholds
0,0.0,0.0,1.9872783723365814
1,1.4808781607493244e-06,0.0,0.9872783723365814
2,1.4808781607493244e-06,5.769907623778943e-06,0.986693136499886
3,1.4808781607493244e-06,9.616512706298238e-06,0.9866334595448055
4,2.9617563214986487e-06,9.616512706298238e-06,0.986626003888201
5,7.404390803746622e-06,9.616512706298238e-06,0.9866206729399748
6,8.144829884121284e-06,9.616512706298238e-06,0.986589891306207
7,9.625708044870608e-06,9.616512706298238e-06,0.9864712867846741
8,9.625708044870608e-06,1.1539815247557886e-05,0.9842331731739208
9,1.036614712524527e-05,1.1539815247557886e-05,0.9829474191808271
10,1.1847025285994595e-05,1.1539815247557886e-05,0.9828909265153944
11,1.4068342527118581e-05,1.1539815247557886e-05,0.9828407719687605
12,1.703009884861723e-05,1.1539815247557886e-05,0.9828252388884373
13,1.7770537928991892e-05,1.1539815247557886e-05,0.9827655619333568
14,1.7770537928991892e-05,1.3463117788817535e-05,0.9825820695086257
15,1.8510977009366555e-05,1.3463117788817535e-05,0.9821675394918306
16,1.999185517011588e-05,1.3463117788817535e-05,0.9820181533365299
17,2.073229425049054e-05,1.3463117788817535e-05,0.981733838701365
18,2.073229425049054e-05,1.5386420330077183e-05,0.981713973751933
19,2.073229425049054e-05,2.3079630495115773e-05,0.981654521951555
20,2.1472733330865203e-05,2.3079630495115773e-05,0.9813449208595999
21,2.1472733330865203e-05,2.692623557763507e-05,0.9798279116337557
22,2.1472733330865203e-05,4.0389353366452604e-05,0.9798057920070563
23,2.1472733330865203e-05,4.231265590771225e-05,0.9797752151447893
24,2.1472733330865203e-05,6.346898386156837e-05,0.9797446660213803
25,2.1472733330865203e-05,7.308549656786661e-05,0.9795070056347726
26,2.1472733330865203e-05,7.500879910912627e-05,0.9793780945552675
27,2.1472733330865203e-05,7.885540419164556e-05,0.979221949619381
28,2.1472733330865203e-05,8.270200927416486e-05,0.9786117008890346
29,2.1472733330865203e-05,9.808842960424203e-05,0.9785672049105252
30,2.1472733330865203e-05,0.00010385833722802097,0.9784402629855983
31,2.1472733330865203e-05,0.00011539815247557887,0.9782680417906248
32,2.1472733330865203e-05,0.00011924475755809816,0.978228944337215
33,2.1472733330865203e-05,0.00012501466518187712,0.9780454613125243
34,2.1472733330865203e-05,0.00013847778297069465,0.9779800266912214
35,2.1472733330865203e-05,0.00014040108551195427,0.9779738235878778
36,2.1472733330865203e-05,0.00018463704396092618,0.9777815006978622
37,2.1472733330865203e-05,0.00018848364904344549,0.9777488362337929
38,2.2213172411239866e-05,0.0001942535566672244,0.9777250080324297
39,2.2213172411239866e-05,0.00022117979224485948,0.977672311543463
40,2.2213172411239866e-05,0.0002288730024098981,0.977560966863025
41,2.2213172411239866e-05,0.0002327196074924174,0.9775145650240856
42,2.2213172411239866e-05,0.00024041281765745597,0.9774410990293129
43,2.2213172411239866e-05,0.00027118565831761034,0.9774249889729293
44,2.2213172411239866e-05,0.0002904186837302068,0.9772880129232699
45,2.2213172411239866e-05,0.00029234198627146646,0.9772634662610641
46,2.2213172411239866e-05,0.00030003519643650507,0.9772308017969948
47,2.2213172411239866e-05,0.0003019584989777647,0.9769871054439695
48,2.2213172411239866e-05,0.0003173449193078419,0.9767903921844798
49,2.2213172411239866e-05,0.00031926822184910153,0.976621427594049
50,2.2213172411239866e-05,0.000338501247261698,0.9760183644019219
51,2.2213172411239866e-05,0.0003423478523442173,0.9759656679129552
52,2.2213172411239866e-05,0.00034427115488547695,0.9759368003566654
53,2.2213172411239866e-05,0.000371197390463112,0.9759259135510233
54,2.2213172411239866e-05,0.0003750439955456313,0.9754634779045079
55,2.2213172411239866e-05,0.0003885071133344488,0.975374311161067
56,2.2213172411239866e-05,0.00039235371841696813,0.9753580341276331
57,2.2213172411239866e-05,0.0003981236260407471,0.9753226661719527
58,2.2213172411239866e-05,0.00040004692858200674,0.9753201251250038
59,2.2213172411239866e-05,0.00040774013874704534,0.9752540339281635
60,2.2213172411239866e-05,0.000409663441288305,0.9751412035176429
61,2.2213172411239866e-05,0.00041351004637082424,0.9751096763346563
62,2.2213172411239866e-05,0.00042120325653586285,0.9749584489387249
63,2.2213172411239866e-05,0.0004308197692421611,0.9749584409894136
64,2.2213172411239866e-05,0.0004385129794071997,0.9748791087153021
65,2.2213172411239866e-05,0.00044235958448971896,0.9748304962222776
66,2.2213172411239866e-05,0.0004558227022785365,0.9748072135934822
67,2.2213172411239866e-05,0.0004615926099023155,0.974763814606358
68,2.2213172411239866e-05,0.00047697903023239264,0.9747073219409254
69,2.2213172411239866e-05,0.0004942887531037295,0.9746039793258794
70,2.2213172411239866e-05,0.0004962120556449892,0.9745848831105391
71,2.2213172411239866e-05,0.0005019819632687681,0.9745684340902823
72,2.2213172411239866e-05,0.0005231382912226242,0.9745458454417323
73,2.2213172411239866e-05,0.0005385247115527014,0.9745426725486288
74,2.2213172411239866e-05,0.00054621792171774,0.974484802433079
75,2.2953611491614528e-05,0.00054621792171774,0.9744604908639809
76,2.2953611491614528e-05,0.0006827724021471749,0.9744450848271327
77,2.2953611491614528e-05,0.0006885423097709539,0.9744430509541386
78,2.2953611491614528e-05,0.0007462413860087433,0.9744124203630633
79,2.2953611491614528e-05,0.0007635511088800802,0.9743994694998512
80,2.2953611491614528e-05,0.0007712443190451188,0.9743901245728592
81,2.2953611491614528e-05,0.0007904773444577152,0.9743157562658675
82,2.2953611491614528e-05,0.0008116336724115714,0.9742853955404354
83,2.2953611491614528e-05,0.0008154802774940907,0.9742825012250802
84,2.2953611491614528e-05,0.0008366366054479467,0.9742347208677425
85,2.2953611491614528e-05,0.0008443298156129854,0.9742163834474851
86,2.2953611491614528e-05,0.0009462648502997467,0.9742001691168796
87,2.2953611491614528e-05,0.000950111455382266,0.9741480371546561
88,2.2953611491614528e-05,0.0009635745731710835,0.9741335093492954
89,2.2953611491614528e-05,0.0011424417095082307,0.9741025813953833
90,2.2953611491614528e-05,0.0011655213400033465,0.9740989575984323
91,2.2953611491614528e-05,0.0011693679450858658,0.9740764812516466
92,2.2953611491614528e-05,0.0012059106933697992,0.974050936406269
